open_time,open,high,low,close,volume,close_time,quote_asset_volume,num_trades,taker_buy_base_vol,taker_buy_quote_vol,ignore
2023-06-05 00:00:00,27115.20000000,27391.77000000,25351.02000000,25925.55000000,347786.76863000,2023-06-11 23:59:59,9123681850.26914240,8221418,166958.56811000,4379372085.93458960,0
2023-06-12 00:00:00,25925.54000000,26839.99000000,24800.00000000,26339.97000000,265685.74051000,2023-06-18 23:59:59,6864197309.52217040,5914978,127368.63821000,3291192704.58133330,0
2023-06-19 00:00:00,26339.98000000,31431.94000000,26256.61000000,30462.66000000,408189.22942000,2023-06-25 23:59:59,11977753742.27160050,7845510,201810.53363000,5920715286.60074990,0
2023-06-26 00:00:00,30462.67000000,31282.00000000,29500.00000000,30617.03000000,294881.44198000,2023-07-02 23:59:59,8977334209.17436750,6151928,143492.21956000,4369370545.20092840,0
2023-07-03 00:00:00,30617.02000000,31500.00000000,29701.02000000,30160.71000000,244056.69119000,2023-07-09 23:59:59,7465890814.40581890,5652625,112449.18720000,3440595994.17198740,0
2023-07-10 00:00:00,30160.71000000,31804.20000000,29900.00000000,30231.99000000,269249.39031000,2023-07-16 23:59:59,8259233660.69802700,5930859,129847.29041000,3985149496.34812260,0
2023-07-17 00:00:00,30232.00000000,30417.46000000,29512.00000000,30083.75000000,180919.27148000,2023-07-23 23:59:59,5421859687.90992940,4437412,85626.98388000,2566235058.46179220,0
2023-07-24 00:00:00,30083.75000000,30099.58000000,28861.90000000,29281.09000000,168154.81375000,2023-07-30 23:59:59,4928069284.78311450,4074123,79263.73273000,2323001025.87812670,0
2023-07-31 00:00:00,29281.09000000,30047.50000000,28585.70000000,29088.42000000,190359.38216000,2023-08-06 23:59:59,5563549381.82233910,4275812,91218.25314000,2666280620.18259310,0
2023-08-07 00:00:00,29088.43000000,30244.00000000,28701.03000000,29303.84000000,178844.98681000,2023-08-13 23:59:59,5273077531.60699740,3902955,88713.03921000,2616189761.09612590,0
