Date,Close,High,Low,Open,Volume
2025-01-13 00:00:00,6.705597877502441,6.705597877502441,6.626893043518066,6.628415584564209,418016
2025-01-13 00:30:00,6.744503498077393,6.791943550109863,6.705249786376953,6.705249786376953,6627152
2025-01-13 01:00:00,6.7119550704956055,6.743013858795166,6.670485496520996,6.743013858795166,1265376
2025-01-13 01:30:00,6.6135149002075195,6.708805561065674,6.6135149002075195,6.708805561065674,407536
2025-01-13 02:00:00,6.583107948303223,6.614780426025391,6.581841945648193,6.613832950592041,4376304
2025-01-13 02:30:00,6.487361907958984,6.582878112792969,6.4690327644348145,6.582878112792969,8492608
2025-01-13 03:00:00,6.490508556365967,6.53074836730957,6.468554496765137,6.503271579742432,4333216
2025-01-13 03:30:00,6.45277214050293,6.510185718536377,6.443354606628418,6.490590572357178,5215968
2025-01-13 04:00:00,6.545594692230225,6.545594692230225,6.448705673217773,6.448705673217773,4759792
2025-01-13 04:30:00,6.5204644203186035,6.551449298858643,6.519591331481934,6.54518461227417,3271152
2025-01-13 05:00:00,6.476364612579346,6.523767471313477,6.476364612579346,6.521079063415527,5120112
2025-01-13 05:30:00,6.462759017944336,6.476577281951904,6.4380998611450195,6.476577281951904,6690720
2025-01-13 06:00:00,6.476444721221924,6.490628242492676,6.451263427734375,6.459764003753662,2364896
2025-01-13 06:30:00,6.359124183654785,6.476463317871094,6.3564276695251465,6.476463317871094,8319824
2025-01-13 07:00:00,6.426093578338623,6.427529811859131,6.350208759307861,6.371138572692871,5172144
2025-01-13 07:30:00,6.396211624145508,6.431305885314941,6.3961405754089355,6.425148963928223,5276288
2025-01-13 08:00:00,6.347037315368652,6.3983330726623535,6.3283867835998535,6.396502494812012,7250912
2025-01-13 08:30:00,6.34162712097168,6.357298374176025,6.335589408874512,6.3451995849609375,5265408
2025-01-13 09:00:00,6.307307720184326,6.360040187835693,6.307307720184326,6.348094940185547,7228080
2025-01-13 09:30:00,6.281099319458008,6.305826187133789,6.267185211181641,6.301859378814697,6818848
2025-01-13 10:00:00,6.205040454864502,6.281049728393555,6.205040454864502,6.281049728393555,4346432
2025-01-13 10:30:00,6.161142826080322,6.203067302703857,6.142885684967041,6.203067302703857,12649024
2025-01-13 11:00:00,6.140000343322754,6.170306205749512,6.135554313659668,6.162339687347412,4835472
2025-01-13 11:30:00,6.077221870422363,6.139653205871582,6.077221870422363,6.139653205871582,9553712
2025-01-13 12:00:00,6.126499652862549,6.141764163970947,6.0600361824035645,6.0747199058532715,5271616
2025-01-13 12:30:00,6.120624542236328,6.1315531730651855,6.093245506286621,6.127659797668457,6249760
2025-01-13 13:00:00,6.2260870933532715,6.238358020782471,6.108086109161377,6.11382532119751,9724992
2025-01-13 13:30:00,6.172609806060791,6.223971366882324,6.153934001922607,6.223971366882324,2948992
2025-01-13 14:00:00,6.146598815917969,6.172336578369141,6.146598815917969,6.172336578369141,2875616
2025-01-13 14:30:00,6.27570915222168,6.284613132476807,6.077712535858154,6.148303031921387,32681024
2025-01-13 15:00:00,6.300063610076904,6.338057041168213,6.240449905395508,6.271634101867676,10426944
2025-01-13 15:30:00,6.283651351928711,6.331052303314209,6.279740810394287,6.297441482543945,5286144
2025-01-13 16:00:00,6.257857322692871,6.297832012176514,6.25172758102417,6.282020092010498,2619360
2025-01-13 16:30:00,6.22014045715332,6.280425071716309,6.22014045715332,6.255671977996826,2273376
2025-01-13 17:00:00,6.22303581237793,6.233199119567871,6.207312107086182,6.216460227966309,3594656
2025-01-13 17:30:00,6.175179958343506,6.246379852294922,6.173099040985107,6.226548194885254,2079840
2025-01-13 18:00:00,6.141736030578613,6.234539985656738,6.138288974761963,6.17716646194458,2780416
2025-01-13 18:30:00,6.1894636154174805,6.193798065185547,6.136145114898682,6.140662670135498,2851840
2025-01-13 19:00:00,6.166296005249023,6.214788436889648,6.147965431213379,6.189603805541992,2138848
2025-01-13 19:30:00,6.198158264160156,6.2212114334106445,6.167747497558594,6.167747497558594,3087744
2025-01-13 20:00:00,6.19545316696167,6.198930740356445,6.170925617218018,6.196849346160889,1629472
2025-01-13 20:30:00,6.363725662231445,6.365062713623047,6.202378273010254,6.202378273010254,7464256
2025-01-13 21:00:00,6.359584808349609,6.363905429840088,6.33234977722168,6.362206935882568,3964640
2025-01-13 21:30:00,6.395508289337158,6.415499210357666,6.359212398529053,6.360335826873779,4206208
2025-01-13 22:00:00,6.4653120040893555,6.466787815093994,6.398925304412842,6.398925304412842,1962560
2025-01-13 22:30:00,6.425573348999023,6.465175151824951,6.423845291137695,6.465175151824951,362016
2025-01-13 23:00:00,6.400141716003418,6.427879810333252,6.400141716003418,6.427879810333252,468512
2025-01-13 23:30:00,6.396496295928955,6.400897026062012,6.39032506942749,6.400215148925781,475232
