Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-02-03 00:00:00+00:00,155.3520050048828,155.48500061035156,155.33999633789062,155.46400451660156,0,0.0,0.0
2025-02-03 00:01:00+00:00,155.46200561523438,155.57200622558594,155.45199584960938,155.5540008544922,0,0.0,0.0
2025-02-03 00:02:00+00:00,155.552001953125,155.56900024414062,155.4759979248047,155.53900146484375,0,0.0,0.0
2025-02-03 00:03:00+00:00,155.53199768066406,155.56700134277344,155.50100708007812,155.51499938964844,0,0.0,0.0
2025-02-03 00:04:00+00:00,155.51699829101562,155.54600524902344,155.42799377441406,155.4499969482422,0,0.0,0.0
2025-02-03 00:05:00+00:00,155.44000244140625,155.48300170898438,155.39199829101562,155.41900634765625,0,0.0,0.0
2025-02-03 00:06:00+00:00,155.41600036621094,155.4770050048828,155.39300537109375,155.45700073242188,0,0.0,0.0
2025-02-03 00:07:00+00:00,155.4600067138672,155.53700256347656,155.45899963378906,155.52000427246094,0,0.0,0.0
2025-02-03 00:08:00+00:00,155.52099609375,155.56100463867188,155.51400756835938,155.5290069580078,0,0.0,0.0
2025-02-03 00:09:00+00:00,155.52200317382812,155.54400634765625,155.49899291992188,155.5189971923828,0,0.0,0.0
2025-02-03 00:10:00+00:00,155.51699829101562,155.5590057373047,155.406005859375,155.4409942626953,0,0.0,0.0
2025-02-03 00:11:00+00:00,155.44200134277344,155.5030059814453,155.43499755859375,155.5030059814453,0,0.0,0.0
2025-02-03 00:12:00+00:00,155.49400329589844,155.5240020751953,155.4759979248047,155.50999450683594,0,0.0,0.0
2025-02-03 00:13:00+00:00,155.50399780273438,155.53500366210938,155.48899841308594,155.51100158691406,0,0.0,0.0
2025-02-03 00:14:00+00:00,155.51400756835938,155.5260009765625,155.43800354003906,155.48899841308594,0,0.0,0.0
2025-02-03 00:15:00+00:00,155.4929962158203,155.53199768066406,155.42599487304688,155.45799255371094,0,0.0,0.0
2025-02-03 00:16:00+00:00,155.46200561523438,155.5050048828125,155.43699645996094,155.50399780273438,0,0.0,0.0
2025-02-03 00:17:00+00:00,155.5,155.59800720214844,155.47900390625,155.59800720214844,0,0.0,0.0
2025-02-03 00:18:00+00:00,155.5989990234375,155.6230010986328,155.5570068359375,155.593994140625,0,0.0,0.0
2025-02-03 00:19:00+00:00,155.59500122070312,155.6060028076172,155.53799438476562,155.5489959716797,0,0.0,0.0
2025-02-03 00:20:00+00:00,155.55499267578125,155.5679931640625,155.52000427246094,155.5570068359375,0,0.0,0.0
2025-02-03 00:21:00+00:00,155.55599975585938,155.60699462890625,155.5399932861328,155.5709991455078,0,0.0,0.0
2025-02-03 00:22:00+00:00,155.572998046875,155.64300537109375,155.54299926757812,155.63800048828125,0,0.0,0.0
2025-02-03 00:23:00+00:00,155.63900756835938,155.67599487304688,155.58900451660156,155.60499572753906,0,0.0,0.0
2025-02-03 00:24:00+00:00,155.60499572753906,155.61900329589844,155.56199645996094,155.6009979248047,0,0.0,0.0
2025-02-03 00:25:00+00:00,155.60000610351562,155.61000061035156,155.4320068359375,155.4709930419922,0,0.0,0.0
2025-02-03 00:26:00+00:00,155.4720001220703,155.5260009765625,155.447998046875,155.5030059814453,0,0.0,0.0
2025-02-03 00:27:00+00:00,155.5030059814453,155.56300354003906,155.48399353027344,155.53500366210938,0,0.0,0.0
2025-02-03 00:28:00+00:00,155.53900146484375,155.572998046875,155.51800537109375,155.55599975585938,0,0.0,0.0
2025-02-03 00:29:00+00:00,155.55799865722656,155.593994140625,155.51199340820312,155.51499938964844,0,0.0,0.0
2025-02-03 00:30:00+00:00,155.52699279785156,155.5570068359375,155.48300170898438,155.531005859375,0,0.0,0.0
2025-02-03 00:31:00+00:00,155.53799438476562,155.59800720214844,155.5070037841797,155.51300048828125,0,0.0,0.0
2025-02-03 00:32:00+00:00,155.51400756835938,155.58099365234375,155.51100158691406,155.5780029296875,0,0.0,0.0
2025-02-03 00:33:00+00:00,155.57699584960938,155.67799377441406,155.57200622558594,155.66600036621094,0,0.0,0.0
2025-02-03 00:34:00+00:00,155.66799926757812,155.6999969482422,155.6219940185547,155.6840057373047,0,0.0,0.0
2025-02-03 00:35:00+00:00,155.6719970703125,155.68899536132812,155.63699340820312,155.64700317382812,0,0.0,0.0
2025-02-03 00:36:00+00:00,155.65199279785156,155.6699981689453,155.61599731445312,155.6300048828125,0,0.0,0.0
2025-02-03 00:37:00+00:00,155.62600708007812,155.66900634765625,155.61900329589844,155.63600158691406,0,0.0,0.0
2025-02-03 00:38:00+00:00,155.6320037841797,155.67300415039062,155.61900329589844,155.67100524902344,0,0.0,0.0
2025-02-03 00:39:00+00:00,155.66799926757812,155.7729949951172,155.66400146484375,155.77099609375,0,0.0,0.0
2025-02-03 00:40:00+00:00,155.75599670410156,155.7830047607422,155.7259979248047,155.77200317382812,0,0.0,0.0
2025-02-03 00:41:00+00:00,155.7740020751953,155.80299377441406,155.72999572753906,155.7429962158203,0,0.0,0.0
2025-02-03 00:42:00+00:00,155.7469940185547,155.77200317382812,155.73599243164062,155.75599670410156,0,0.0,0.0
2025-02-03 00:43:00+00:00,155.7530059814453,155.7779998779297,155.72799682617188,155.7310028076172,0,0.0,0.0
2025-02-03 00:44:00+00:00,155.73199462890625,155.78599548339844,155.7239990234375,155.76800537109375,0,0.0,0.0
2025-02-03 00:45:00+00:00,155.77000427246094,155.79800415039062,155.7469940185547,155.76199340820312,0,0.0,0.0
2025-02-03 00:46:00+00:00,155.76400756835938,155.7949981689453,155.72900390625,155.7779998779297,0,0.0,0.0
2025-02-03 00:47:00+00:00,155.77200317382812,155.79600524902344,155.7100067138672,155.71400451660156,0,0.0,0.0
