Date,Close,High,Low,Open,Volume
2025-01-13 00:00:00,95386.1796875,95386.1796875,94445.671875,94489.796875,281901056
2025-01-13 00:30:00,95349.0390625,95805.546875,95203.765625,95203.765625,1414344704
2025-01-13 01:00:00,95120.6171875,95286.4921875,94812.96875,95285.21875,746446848
2025-01-13 01:30:00,94184.203125,95160.796875,94130.921875,95130.921875,706971648
2025-01-13 02:00:00,94309.1484375,94422.171875,94085.2890625,94168.015625,756695040
2025-01-13 02:30:00,94167.9765625,94282.6171875,93920.75,94282.6171875,557699072
2025-01-13 03:00:00,94241.3671875,94325.28125,94048.0078125,94158.609375,425738240
2025-01-13 03:30:00,94130.3671875,94323.8359375,93977.625,94273.421875,313450496
2025-01-13 04:00:00,94783.21875,94814.1875,94164.0,94176.109375,643700736
2025-01-13 04:30:00,94495.3984375,94803.3359375,94411.8984375,94763.0,322320384
2025-01-13 05:00:00,94178.09375,94491.0,94168.734375,94491.0,263415808
2025-01-13 05:30:00,94143.515625,94210.0390625,94035.8046875,94194.3515625,363200512
2025-01-13 06:00:00,94106.140625,94264.859375,94068.703125,94122.40625,264622080
2025-01-13 06:30:00,93541.0546875,94055.1484375,93287.0,94055.1484375,884609024
2025-01-13 07:00:00,93650.0234375,93715.5546875,93470.46875,93571.71875,579346432
2025-01-13 07:30:00,93547.8828125,93834.4921875,93547.8828125,93647.7421875,412825600
2025-01-13 08:00:00,93090.15625,93548.65625,92874.9921875,93506.6640625,648290304
2025-01-13 08:30:00,92975.265625,93245.984375,92955.9453125,93108.7890625,7275481088
2025-01-13 09:00:00,92894.03125,93086.7421875,92748.7578125,92988.6875,693274624
2025-01-13 09:30:00,92846.8671875,93006.046875,92713.65625,92775.0546875,610056192
2025-01-13 10:00:00,92060.875,92787.9921875,92030.28125,92787.9921875,892362752
2025-01-13 10:30:00,91626.8515625,91935.0,91313.578125,91935.0,1992368128
2025-01-13 11:00:00,91423.5,91651.5859375,91318.3203125,91568.78125,1512706048
2025-01-13 11:30:00,90930.453125,91354.3828125,90814.328125,91354.3828125,2444984320
2025-01-13 12:00:00,90644.4140625,91147.0390625,90501.140625,90768.453125,2282762240
2025-01-13 12:30:00,90764.21875,90790.90625,90241.5390625,90719.7890625,2027884544
2025-01-13 13:00:00,91414.40625,91631.3828125,90567.84375,90663.9453125,2292998144
2025-01-13 13:30:00,91013.59375,91400.9609375,90965.625,91306.25,1168101376
2025-01-13 14:00:00,90847.375,91047.96875,90668.4375,91047.96875,1149386752
2025-01-13 14:30:00,91915.4765625,92016.265625,89260.1015625,90883.75,5243551744
2025-01-13 15:00:00,92411.9765625,92997.1875,91650.6328125,91877.640625,2730786816
2025-01-13 15:30:00,92209.2890625,92644.8125,92172.3203125,92172.3203125,1937960960
2025-01-13 16:00:00,91714.2421875,92174.1796875,91474.03125,92113.4140625,1544966144
2025-01-13 16:30:00,91279.7109375,92131.15625,91279.7109375,91666.546875,1257627648
2025-01-13 17:00:00,91990.8359375,91996.3359375,91292.2109375,91292.2109375,1401491456
2025-01-13 17:30:00,91897.0078125,92167.796875,91606.21875,91994.1640625,832827392
2025-01-13 18:00:00,91647.515625,92329.03125,91573.15625,92110.8984375,882298880
2025-01-13 18:30:00,92106.46875,92145.2890625,91656.1796875,91656.1796875,1160777728
2025-01-13 19:00:00,92063.7109375,92188.3515625,91671.953125,92032.3828125,786460672
2025-01-13 19:30:00,92248.5,92396.3828125,91997.515625,92120.203125,1008164864
2025-01-13 20:00:00,92121.2890625,92301.7421875,91918.65625,92259.9296875,727547904
2025-01-13 20:30:00,93656.7890625,93656.7890625,92061.4453125,92061.4453125,1834090496
2025-01-13 21:00:00,93723.3046875,93865.5,93555.40625,93562.8671875,1547837440
2025-01-13 21:30:00,94160.921875,94419.421875,93780.03125,93814.1484375,1383391232
2025-01-13 22:00:00,94611.2734375,94611.2734375,94151.328125,94151.328125,695402496
2025-01-13 22:30:00,94269.1015625,94569.3515625,94245.0078125,94569.3515625,163094528
2025-01-13 23:00:00,94228.5390625,94414.984375,94214.28125,94396.3671875,20340736
2025-01-13 23:30:00,94572.3828125,94572.3828125,94239.7421875,94239.7421875,152674304
2025-01-14 00:00:00,94592.734375,94797.0390625,94373.9921875,94510.078125,396656640
2025-01-14 00:30:00,94445.8515625,94575.2890625,94330.8203125,94558.1796875,0
2025-01-14 01:00:00,94986.1640625,94986.1640625,94507.4140625,94507.4140625,115474432
2025-01-14 01:30:00,94783.3671875,94904.546875,94610.4375,94904.546875,71016448
2025-01-14 02:00:00,95173.40625,95214.25,94741.328125,94822.4609375,317767680
2025-01-14 02:30:00,94902.921875,95169.1796875,94852.046875,95169.1796875,152797184
2025-01-14 03:00:00,94926.0703125,95079.1640625,94824.4140625,94865.0234375,91996160
2025-01-14 03:30:00,94827.8046875,95042.25,94822.3125,94990.5,88276992
2025-01-14 04:00:00,94920.0703125,95100.375,94885.4921875,94885.4921875,79249408
2025-01-14 04:30:00,95077.15625,95077.15625,94799.890625,94903.0,64880640
2025-01-14 05:00:00,95138.859375,95406.546875,95093.4375,95093.4375,351567872
2025-01-14 05:30:00,94867.03125,95163.171875,94867.03125,95143.6875,59564032
2025-01-14 06:00:00,94794.2265625,94894.28125,94737.8984375,94894.28125,88113152
2025-01-14 06:30:00,94934.4453125,94934.4453125,94761.375,94786.5703125,2523136
2025-01-14 07:00:00,94982.671875,95112.5703125,94953.8515625,95007.1015625,0
2025-01-14 07:30:00,94863.59375,95048.8359375,94850.0,94986.5859375,20144128
2025-01-14 08:00:00,95263.2890625,95671.890625,94863.46875,94863.46875,599859200
