datetime,open,high,low,close,volume
2020-07-01,4.6139678955078125,5.229564189910889,4.481499195098877,4.986753940582275,32297
2020-09-01,4.986753940582275,11.4634428024292,3.539886951446533,4.322546005249023,717967256
2020-10-01,4.324278831481934,4.686799049377441,3.2302660942077637,3.6483678817749023,464890642
2020-11-01,3.6483678817749023,4.40034294128418,3.0028879642486572,3.6864240169525146,700993272
2020-12-01,3.6864609718322754,3.894948959350586,2.7888219356536865,3.1356089115142822,717731114
2021-01-01,3.1535348892211914,15.22437572479248,3.054542064666748,13.516318321228027,4086740615
2021-02-01,13.519383430480957,59.93983840942383,12.638040542602539,23.823219299316406,11988917699
2021-03-01,23.877151489257812,39.389564514160156,23.620702743530273,28.72896957397461,11507094891
2021-04-01,28.732580184936523,40.80036926269531,20.011245727539062,32.918373107910156,10218440845
2021-05-01,32.89854431152344,43.743953704833984,12.147003173828125,18.161319732666016,11186613490
2021-06-01,18.157638549804688,20.689634323120117,9.374876022338867,11.955547332763672,2417028999
2021-07-01,11.950308799743652,14.199019432067871,9.340633392333984,13.591609001159668,1612407625
2021-08-01,13.528722763061523,58.984771728515625,12.335033416748047,39.48735046386719,20694226859
2021-09-01,39.54347610473633,79.52259063720703,32.80122375488281,66.76588439941406,50645149222
2021-10-01,66.62635803222656,73.35771942138672,51.22761535644531,64.28780364990234,21860933723
2021-11-01,64.499267578125,146.21786499023438,62.35919189453125,120.34369659423828,44508948172
2021-12-01,120.2483139038086,127.42166137695312,75.78592681884766,109.2704849243164,40901160930
2022-01-01,109.3815689086914,117.31509399414062,53.939334869384766,69.99242401123047,25749616427
2022-02-01,69.98311614990234,98.57368469238281,64.83141326904297,84.3392333984375,36981006457
2022-03-01,84.3472671508789,101.68537902832031,65.81455993652344,96.9246597290039,44762702660
2022-04-01,97.12114715576172,103.52545166015625,55.6873664855957,57.048004150390625,23984476528
2022-05-01,57.034393310546875,69.34901428222656,21.47231674194336,26.38993263244629,28982388408
2022-06-01,26.39845085144043,27.658611297607422,13.791519165039062,16.929367065429688,17868980663
2022-07-01,16.95409393310547,26.110578536987305,15.851207733154297,23.74578285217285,18604749364
2022-08-01,23.741125106811523,30.497760772705078,17.56277084350586,19.128339767456055,17054800382
2022-09-01,19.130840301513672,21.881879806518555,16.292272567749023,17.196197509765625,10200539440
2022-10-01,17.197280883789062,19.71123504638672,14.593812942504883,19.311609268188477,6724357558
2022-11-01,19.31098747253418,20.49410629272461,11.492087364196777,13.157401084899902,7675497487
2022-12-01,13.156432151794434,14.305390357971191,10.651060104370117,10.902632713317871,4190724426
2023-01-01,10.90373420715332,21.684043884277344,10.670733451843262,19.844499588012695,13236655995
2023-02-01,19.84294891357422,22.705150604248047,16.933635711669922,17.081113815307617,9270784412
2023-03-01,17.08233642578125,18.179182052612305,13.941650390625,17.716890335083008,6476807853
2023-04-01,17.71441650390625,21.52521324157715,16.4422664642334,17.166259765625,6116171350
2023-05-01,17.162769317626953,17.482257843017578,13.833481788635254,14.119641304016113,3989181726
2023-06-01,14.119417190551758,14.915099143981934,10.423677444458008,13.013050079345703,4491894420
2023-07-01,13.013632774353027,15.872698783874512,12.302614212036133,12.825377464294434,4770855255
2023-08-01,12.823457717895508,12.938732147216797,9.839279174804688,9.987269401550293,3338106465
2023-09-01,9.987107276916504,10.128877639770508,8.701299667358398,9.243800163269043,2953861775
2023-10-01,9.242929458618164,11.738853454589844,8.717546463012695,11.32440185546875,5395609802
2023-11-01,11.32482624053955,24.544189453125,10.932685852050781,21.38686180114746,19116312159
2023-12-01,21.387300491333008,49.65569305419922,21.153488159179688,38.5449104309082,42792749651
2024-01-01,38.55867004394531,43.39170455932617,27.378292083740234,33.16189956665039,21489616077
2024-02-01,33.16287612915039,44.591949462890625,32.340728759765625,40.935386657714844,16751044902
2024-03-01,40.92544174194336,65.25045013427734,35.19068908691406,54.11042785644531,38395222041
2024-04-01,54.110496520996094,54.130088806152344,29.727075576782227,32.706424713134766,17217811157
2024-05-01,32.706424713134766,41.68886947631836,30.680227279663086,36.05586242675781,12780220843
2024-06-01,36.05585479736328,37.143638610839844,23.649463653564453,29.360876083374023,9678916120
2024-07-01,29.350496292114258,32.947845458984375,22.125659942626953,25.71908950805664,10968618203
2024-08-01,25.71908950805664,27.998321533203125,17.487194061279297,22.797574996948242,8745961586
2024-09-01,22.797574996948242,30.784746170043945,20.547168731689453,27.738948822021484,8347817298
2024-10-01,27.738948822021484,29.79548454284668,23.943479537963867,25.01712417602539,9067564748
2024-11-01,25.01712417602539,47.630340576171875,22.380149841308594,44.89286804199219,27970562589
2024-12-01,44.8926887512207,55.697444915771484,33.67742156982422,35.6909294128418,31634026142
2025-01-01,35.6909294128418,44.97941970825195,31.88039207458496,34.39764404296875,15696312911
2025-02-01,34.39739227294922,35.066104888916016,22.202606201171875,24.521312713623047,8681959561
